api,uictype,formation,injbot,slon,slat,1/2020,2/2020,3/2020,4/2020,5/2020,6/2020,7/2020,8/2020,9/2020,10/2020,11/2020,12/2020,1/2021,2/2021,3/2021,4/2021,5/2021,6/2021,7/2021,8/2021,9/2021,10/2021,11/2021,12/2021,1/2022,2/2022,3/2022,4/2022,5/2022,6/2022,7/2022,8/2022,9/2022,10/2022,11/2022,12/2022,1/2023,2/2023,3/2023,4/2023,5/2023,6/2023,7/2023,8/2023,9/2023,10/2023,11/2023,12/2023,1/2024
10932704,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,66069.0,47038.0,50473.0,64013.0,62683.0,29999.0,46581.0,31443.0,18480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10932982,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,1662613.0,1024458.0,327388.0,1147698.0,1808061.0,1101309.0,879132.0,907827.0,620285.0,893611.0,854159.0,751069.0,604302.0,319133.0,804815.0,520027.0,0.0,306760.0,639660.0,634794.0,442831.0,642531.0,785160.0,758295.0,770829.0,685279.0,664922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38932764,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,488925.0,430728.0,447146.0,387375.0,234867.0,242283.0,349974.0,200847.0,189308.0,265429.0,259461.0,182821.0,195213.0,108860.0,198720.0,181818.0,148682.0,192378.0,256115.0,206584.0,302203.0,320043.0,320823.0,353442.0,226455.0,184626.71000000002,286888.77,165040.39,130908.68000000005,281627.24,195313.0,258342.5,349746.25,308769.5,304024.0,242661.25,271477.25,237352.75,253196.0,138060.0,38503.0,200510.0,209927.0,191855.0,188434.0,210861.0,76685.0,103568.0,0
10933393,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,822051.0,648595.0,662668.0,552547.0,506675.0,404533.0,366507.0,297270.0,337827.0,309932.0,274238.0,322202.0,239160.0,197968.0,252223.0,299567.0,423260.0,703128.0,445407.0,213723.0,965659.0,1294946.0,1017836.0,725875.0,604264.0,755122.0,742929.0,864820.0,1124952.0,916601.0,981768.0,327606.0,338472.0,356677.0,375827.0,339857.0,474805.0,396575.0,473255.0,339135.0,76496.0,121841.0,211917.0,407347.0,461361.0,426257.0,406968.0,498316.0,0
10933303,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,362339.0,215864.0,2001349.0,809438.0,1059196.0,1135975.0,1475454.0,1558283.0,818143.0,568839.0,1133453.0,1288462.0,1457773.0,484666.0,3.0,2046.0,1046441.0,1359274.0,646390.0,800927.0,580506.9776880001,511432.2734,1134256.0,745329.0,381544.89866800007,437535.0,126904.28461867402,958922.05837,837673.4559900002,979982.02785,910225.07429,747546.4706799999,889728.95732,697670.1328699997,534639.316756,1335076.0471100004,891290.7979529996,191027.0,173552.0,193147.0,1037958.0,974515.0,1147055.0,872202.0,757273.0,661592.0,29512.0,5872.0,0
10932828,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,78406.0,1796.0,210584.49999999997,302971.0,256477.0,246521.0,236281.0,191682.0,109607.0,62553.0,188266.0,136450.0,1015.0,0.0,28857.0,290795.0,238832.0,265679.0,280864.0,287593.0,271577.0,286491.0,280526.0,294850.0,295145.0,254067.66000000003,289967.51,282349.54,284874.26,288572.0,289946.75,288344.25,277922.25,280484.25,277319.75,292370.75,295137.5,230548.5,278656.5,277795.0,301765.0,283846.0,295089.0,293808.0,269944.0,273229.0,293151.0,275032.0,0
38938320,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,114872.06999999999,79541.19,7825.410000000001,73447.0,74023.0,106333.0,91704.0,42946.0,64529.0,94999.0,83931.0,77294.0,21779.0,13730.0,20302.0,0.0,0.0,3492.0,134156.0,67580.0,105905.0,141747.0,242312.0,74597.0,80538.51999999999,111149.96000000002,133273.73000000004,107312.09,86665.9,123798.0,120853.5,56870.75,108410.5,148084.0,101749.5,119610.7,61776.75,39716.5,87942.75,61733.0,90574.0,126371.20000000001,24832.5,0.0,0.0,0.0,0.0,0.0,0
10932341,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,580137.0,493141.13,359681.0,467242.0,140232.0,310109.0,451036.0,430832.0,469048.0,431196.0,569495.0,149464.0,111369.0,56441.0,127918.0,100258.0,172221.0,161360.0,166547.0,155283.0,146356.0,153067.0,0,0,162392.0,98736.0,154710.0,148033.0,141758.0,141044.0,143345.0,148890.0,142005.0,140752.0,131157.0,131794.0,117531.0,113950.0,121847.0,119084.0,120321.0,116219.0,118080.0,105737.0,111529.0,108807.0,107068.0,105708.0,0
10932340,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,334540.0,277259.0,301428.0,268678.0,239509.0,268924.0,318950.0,204458.0,188920.0,147256.0,159253.0,142515.0,252264.0,74053.0,165802.0,209510.0,241825.0,0,0,0,334217.0,448648.0,378224.0,383946.0,345463.0,345871.25,472568.25,479670.52999999997,533707.5,519412.5,536914.0,486581.0,514237.5,528391.0,474158.0,487741.5,496485.0,457228.0,502896.0,466404.0,489524.0,420057.0,506470.5,296333.26,549415.0,540497.0,13636.780000000002,512601.0,0
10932532,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,241341.0,336669.0,269635.0,96619.0,114720.0,115253.0,86684.0,0.0,1100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38934514,1,DEVONIAN|SILURIAN|MONTOYA|ELLENBURGER|FUSSELMAN|SIMPSON,17600,-104.0201241,31.9886215,349064.0,297708.0,374900.0,476763.0,411881.0,452850.0,458584.0,483432.0,403029.0,414883.0,323518.0,321280.0,451439.0,252523.0,114640.0,293457.0,528791.0,362508.0,499872.0,413386.0,442468.0,463946.0,377964.0,476143.0,517614.0,462160.0,449082.0,403426.0,438532.0,409076.0,294851.0,396050.0,466443.0,495024.0,419418.0,412685.0,429450.0,401656.0,432519.0,422632.0,365956.0,308080.0,349616.0,312814.0,402446.0,414924.0,284988.0,387480.0,0
