eventID,year,month,day,LatReloc,LonReloc,depthReloc,mag,LatCat,LonCat,depthCat
texnet2021gudx,2021,4,7,31.65972,-104.34781,6.189,1.95,31.65881,-104.33932,6.466
texnet2021guhe,2021,4,7,31.6646,-104.48682,6.116,1.45,31.66149,-104.48898,6.877
texnet2021gupx,2021,4,7,31.61634,-104.10431,6.805,1.93,31.6196,-104.09582,7.083
texnet2021gutq,2021,4,7,31.61533,-104.10292,6.827,1.63,31.61594,-104.09257,6.877
texnet2021guxk,2021,4,7,31.39612,-103.54472,2.745,1.67,31.40034,-103.5597,2.275
texnet2021gvaq,2021,4,7,31.66722,-104.3701,7.384,1.68,31.6614,-104.36626,7.905
texnet2021gvdn,2021,4,7,31.55422,-104.1476,7.134,2.3,31.5541,-104.15135,6.671
texnet2021gvqh,2021,4,8,31.59188,-104.24119,6.715,1.85,31.58577,-104.25266,6.877
texnet2021gvsa,2021,4,8,31.61873,-104.10863,6.72,1.32,31.61405,-104.10547,7.597
texnet2021gvsm,2021,4,8,31.68808,-104.29986,5.833,1.72,31.6846,-104.29135,6.44
texnet2021gvta,2021,4,8,31.59398,-104.2074,6.918,1.48,31.5915,-104.21075,6.774
texnet2021gvvu,2021,4,8,31.39725,-103.52914,3.513,1.76,31.39092,-103.53743,3.072
texnet2021gwbm,2021,4,8,31.68858,-104.30391,7.472,1.59,31.68616,-104.29917,7.237
texnet2021gwmi,2021,4,8,31.67548,-104.38847,6.578,1.95,31.68014,-104.38311,7.648
texnet2021gwmn,2021,4,8,31.68599,-104.37911,6.973,3.22,31.6873,-104.37644,6.8
texnet2021gwnu,2021,4,8,31.68684,-104.30361,7.338,1.69,31.68015,-104.30612,7.288
texnet2021gwnw,2021,4,8,31.6455,-104.45994,7.291,2,31.64335,-104.45543,6.054
texnet2021gwpb,2021,4,8,31.68718,-104.3047,7.29,2.06,31.68842,-104.30619,6.671
texnet2021gwrb,2021,4,8,31.68601,-104.30371,7.512,1.58,31.69026,-104.3062,7.7
texnet2021gwur,2021,4,8,31.59511,-104.20792,6.642,1.84,31.59981,-104.20328,6.157
texnet2021gxfu,2021,4,9,31.64975,-104.55355,6.86,1.4,31.64725,-104.55019,7.803
texnet2021gxgs,2021,4,9,31.68656,-104.30103,7.42,1.99,31.69511,-104.30167,7.623
texnet2021gxia,2021,4,9,31.68633,-104.30056,7.424,1.54,31.69399,-104.29654,7.905
texnet2021gxot,2021,4,9,31.68607,-104.30262,7.386,2.47,31.68407,-104.30265,6.851
texnet2021gxph,2021,4,9,31.6239,-104.52141,8.045,1.61,31.62268,-104.51765,8.317
texnet2021gxpt,2021,4,9,31.68618,-104.30321,7.418,2.23,31.68844,-104.30188,7.391
texnet2021gxqz,2021,4,9,31.68632,-104.30461,7.491,1.64,31.69025,-104.30728,7.803
texnet2021gxwp,2021,4,9,31.66417,-104.36882,7.473,1.59,31.66783,-104.36631,7.288
texnet2021gxyq,2021,4,9,31.66685,-104.36465,7.598,2.13,31.66327,-104.36089,6.774
texnet2021gyax,2021,4,9,31.72315,-104.55336,6.378,1.84,31.72169,-104.55206,6.466
texnet2021gybt,2021,4,9,31.68625,-104.30439,7.152,2.07,31.69163,-104.30783,7.648
texnet2021gykt,2021,4,9,31.60996,-104.10059,7.321,1.66,31.61318,-104.09255,8.42
texnet2021gynb,2021,4,9,31.67492,-104.38785,6.608,2.34,31.67824,-104.39171,7.237
texnet2021gyne,2021,4,9,31.606,-104.52059,6.991,1.89,31.60347,-104.50454,5.437
texnet2021gyot,2021,4,9,31.62324,-104.52144,8.177,2.47,31.62446,-104.5252,7.905
texnet2021gyrt,2021,4,9,31.66502,-104.36189,6.643,2.55,31.66691,-104.3663,7.597
texnet2021gzbr,2021,4,10,31.67509,-104.38822,6.624,1.51,31.67139,-104.38465,7.494
texnet2021gzci,2021,4,10,31.61525,-104.10673,7.086,1.6,31.61542,-104.10709,7.443
texnet2021gzck,2021,4,10,31.6752,-104.41229,6.972,1.57,31.67582,-104.4116,7.186
texnet2021gzsy,2021,4,10,31.66519,-104.36829,7.956,1.67,31.66118,-104.36545,6.389
texnet2021hara,2021,4,10,31.6508,-104.55235,6.68,2.39,31.64921,-104.53407,6.157
texnet2021hbhy,2021,4,11,31.6796,-104.39121,5.999,2.58,31.67755,-104.39304,6.08
texnet2021hbjh,2021,4,11,31.76294,-103.82817,5.662,1.76,31.76017,-103.82183,6.157
texnet2021hbri,2021,4,11,31.67986,-104.38853,6.286,1.68,31.67781,-104.38793,7.083
texnet2021hccg,2021,4,11,31.6741,-104.38585,6.816,1.7,31.65944,-104.38562,6.98
texnet2021hcnx,2021,4,12,31.67728,-104.41595,6.946,1.58,31.68407,-104.41383,7.597
texnet2021hcrt,2021,4,12,31.67888,-104.41094,6.243,1.61,31.68318,-104.41059,7.288
texnet2021hctn,2021,4,12,31.6114,-104.10833,7.51,1.48,31.61538,-104.1157,6.209
texnet2021hdbw,2021,4,12,31.72734,-104.58066,6.056,1.82,31.72792,-104.57906,6.569
texnet2021hdbx,2021,4,12,31.68082,-104.41913,5.063,2.3,31.67024,-104.42124,6.054
texnet2021hddg,2021,4,12,31.67535,-104.38402,6.735,2.13,31.68262,-104.3904,7.314
texnet2021hdlm,2021,4,12,31.66449,-104.48428,6.636,2.48,31.65878,-104.48357,6.671
texnet2021hdwz,2021,4,12,31.68562,-104.29897,7.597,2.14,31.68292,-104.30291,7.391
texnet2021hdxh,2021,4,12,31.67373,-104.38341,6.759,2,31.67139,-104.38572,7.494
texnet2021hdxl,2021,4,12,31.674,-104.38392,6.702,2.65,31.67504,-104.39006,7.494
texnet2021hdxr,2021,4,12,31.65774,-104.33949,6.871,1.98,31.67167,-104.34051,7.288
texnet2021hean,2021,4,12,31.67596,-104.38002,5.822,1.98,31.67691,-104.38469,7.288
texnet2021hefv,2021,4,12,31.61054,-104.11273,7.153,1.5,31.60949,-104.09576,7.597
texnet2021hegg,2021,4,12,31.6449,-104.46293,7.536,1.54,31.65257,-104.45122,6.054
texnet2021hemb,2021,4,13,31.64654,-104.23294,6.747,2.1,31.64931,-104.23053,7.288
texnet2021hemd,2021,4,13,31.64648,-104.23102,6.714,1.47,31.64383,-104.22296,6.671
texnet2021hemn,2021,4,13,31.44113,-103.87696,4.713,1.79,31.44636,-103.8819,4.641
texnet2021henj,2021,4,13,31.72751,-104.58093,6.049,1.87,31.73526,-104.58022,6.157
texnet2021hetb,2021,4,13,31.72818,-104.5817,5.854,2,31.72699,-104.58013,5.746
texnet2021heyh,2021,4,13,31.68511,-104.2991,7.542,1.81,31.68019,-104.29751,7.391
texnet2021hfad,2021,4,13,31.58432,-104.17691,6.247,1.59,31.58613,-104.18167,6.054
texnet2021hfff,2021,4,13,31.66512,-104.48443,6.381,1.79,31.66703,-104.48581,6.671
texnet2021hfjt,2021,4,13,31.65678,-104.33886,6.956,2.39,31.66641,-104.33589,7.314
texnet2021hfjz,2021,4,13,31.44307,-103.88308,4.55,1.42,31.43949,-103.87114,4.332
texnet2021hfky,2021,4,13,31.66544,-104.37271,7.463,1.84,31.66551,-104.37006,6.826
texnet2021hflt,2021,4,13,31.66273,-104.36391,6.303,1.57,31.64902,-104.36131,6.414
texnet2021hfsu,2021,4,13,31.61089,-104.10084,7.231,1.58,31.60992,-104.10275,7.443
texnet2021hfyl,2021,4,13,31.67758,-104.38344,6.464,1.84,31.6815,-104.38581,6.054
texnet2021hgbt,2021,4,13,31.67191,-104.45572,6.633,1.87,31.67643,-104.45683,7.391
texnet2021hggw,2021,4,14,31.59266,-104.24033,6.408,2.98,31.59225,-104.24411,6.671
texnet2021hghu,2021,4,14,31.6814,-104.42385,6.677,1.64,31.67847,-104.4267,7.391
texnet2021hgkn,2021,4,14,31.72387,-104.58649,5.526,1.72,31.72586,-104.60597,4.82
texnet2021hgmd,2021,4,14,31.65573,-104.33751,6.96,1.44,31.67081,-104.33081,6.98
texnet2021hgmp,2021,4,14,31.61494,-104.11327,7.654,1.65,31.62048,-104.10658,7.186
texnet2021hgtx,2021,4,14,31.65618,-104.33831,6.882,1.46,31.65336,-104.32851,7.288
texnet2021hhdk,2021,4,14,31.53233,-103.44064,6.035,2.18,31.51221,-103.45034,6.054
texnet2021hhqn,2021,4,14,31.6712,-104.37087,6.534,1.82,31.66965,-104.37063,7.391
texnet2021hhsn,2021,4,14,31.59382,-104.2626,6.141,2.01,31.58568,-104.2688,6.157
texnet2021hitr,2021,4,15,31.61235,-104.10016,7.034,1.61,31.6141,-104.09256,7.494
texnet2021hjiv,2021,4,15,31.67938,-104.4526,6.351,1.59,31.6865,-104.46231,6.774
texnet2021hjjz,2021,4,15,31.67188,-104.38982,7.631,1.58,31.68058,-104.3858,7.288
texnet2021hjkb,2021,4,15,31.67339,-104.38531,6.703,1.94,31.67963,-104.39118,6.466
texnet2021hjvp,2021,4,15,31.51114,-104.0007,6.984,1.63,31.50782,-104.00168,7.597
texnet2021hkdn,2021,4,16,31.67396,-104.38477,6.774,1.53,31.67461,-104.38521,7.443
texnet2021hlro,2021,4,17,31.71829,-104.50022,6.481,1.44,31.71932,-104.50033,7.597
texnet2021hlvy,2021,4,17,31.65148,-104.3024,6.541,1.78,31.6526,-104.30052,7.597
texnet2021hmfe,2021,4,17,31.67497,-104.41119,7.11,1.65,31.67774,-104.3987,7.905
texnet2021hmqi,2021,4,17,31.67425,-104.41473,7.996,1.68,31.66486,-104.40074,7.803
texnet2021hmqk,2021,4,17,31.67366,-104.41524,8.012,1.41,31.67859,-104.40947,7.186
texnet2021hmuo,2021,4,17,31.65095,-104.29906,6.602,2.24,31.65446,-104.29731,7.186
texnet2021hmwg,2021,4,17,31.70993,-104.02298,7.048,1.69,31.70352,-104.0263,7.7
texnet2021hnbw,2021,4,17,31.61852,-104.11553,7.038,1.6,31.61859,-104.11733,6.363
texnet2021hnea,2021,4,17,31.71795,-104.49904,6.555,1.56,31.72033,-104.48849,6.054
texnet2021hnfq,2021,4,17,31.65516,-104.30184,6.699,1.53,31.65123,-104.2989,7.031
texnet2021hnhb,2021,4,17,31.65493,-104.30388,6.694,2.24,31.65745,-104.29652,6.132
texnet2021hnia,2021,4,17,31.65439,-104.29932,6.736,1.62,31.65815,-104.29411,6.877
texnet2021hnma,2021,4,17,31.71015,-104.02296,7.075,2.23,31.71206,-104.01584,7.674
texnet2021hnoa,2021,4,18,31.65371,-104.30225,7.04,1.98,31.64894,-104.29834,7.186
texnet2021hnvv,2021,4,18,31.65518,-104.29843,6.452,2.75,31.66435,-104.2955,7.468
texnet2021hoaq,2021,4,18,31.68315,-104.2945,8.431,1.68,31.6885,-104.29219,7.391
texnet2021hoop,2021,4,18,31.67792,-104.41004,7.817,1.43,31.67959,-104.39656,6.157
texnet2021howk,2021,4,18,31.3929,-103.77783,5.834,1.88,31.39072,-103.78538,7.905
texnet2021hoxr,2021,4,18,31.64689,-104.23636,6.722,1.63,31.65438,-104.2268,6.723
texnet2021hpba,2021,4,18,31.67692,-104.41085,6.356,1.67,31.67955,-104.40302,6.466
texnet2021hpcx,2021,4,18,31.65178,-104.29776,7.543,1.81,31.65538,-104.29624,6.877
texnet2021hrbl,2021,4,19,31.65595,-104.33797,6.855,2.06,31.65475,-104.32691,6.62
texnet2021hrdk,2021,4,19,31.6565,-104.33888,6.952,1.33,31.6552,-104.32853,8.42
texnet2021hrdv,2021,4,19,31.73482,-103.93611,7.803,1.9,31.73323,-103.93703,7.597
texnet2021hrvu,2021,4,20,31.65147,-104.55719,6.699,2.51,31.65181,-104.55562,6.157
texnet2021hryv,2021,4,20,31.65103,-104.55694,6.75,1.89,31.65645,-104.54921,7.7
texnet2021hrzr,2021,4,20,31.65158,-104.22324,7.938,1.57,31.65445,-104.21388,7.134
texnet2021hsca,2021,4,20,31.67643,-104.40805,6.439,1.8,31.67953,-104.40625,7.494
texnet2021hsci,2021,4,20,31.67626,-104.39944,6.105,1.69,31.68504,-104.40738,7.391
texnet2021hsdg,2021,4,20,31.6509,-104.55613,6.795,1.92,31.64728,-104.54696,8.42
texnet2021hsgh,2021,4,20,31.61363,-104.1006,8.261,1.76,31.61593,-104.09579,7.597
texnet2021hshl,2021,4,20,31.69797,-104.14389,7.413,1.64,31.69476,-104.14686,8.42
texnet2021hsph,2021,4,20,31.65467,-104.29845,6.54,1.69,31.65447,-104.29515,7.494
texnet2021hsqj,2021,4,20,31.66204,-104.36292,7.456,2.37,31.67058,-104.36741,7.597
texnet2021hsrt,2021,4,20,31.66286,-104.36421,7.456,2.34,31.66509,-104.36414,6.774
texnet2021hsuw,2021,4,20,31.55523,-104.14862,6.928,1.48,31.55135,-104.15026,6.569
texnet2021hszh,2021,4,20,31.67648,-104.40973,6.363,1.49,31.66484,-104.40289,7.083
texnet2021htfk,2021,4,21,31.69699,-104.14096,6.983,1.46,31.69524,-104.14094,6.723
texnet2021htjv,2021,4,21,31.72868,-104.54472,7.133,1.76,31.72958,-104.54191,7.134
texnet2021htpo,2021,4,21,31.60674,-104.51973,6.951,1.94,31.60608,-104.52501,6.877
texnet2021htqz,2021,4,21,31.69781,-104.14162,6.901,1.65,31.69294,-104.14254,6.877
texnet2021huez,2021,4,21,31.67887,-104.41316,7.109,1.79,31.6731,-104.40512,6.774
texnet2021hure,2021,4,21,31.674,-104.38163,5.816,1.65,31.66909,-104.38516,7.237
texnet2021hurm,2021,4,21,31.67349,-104.41161,7.822,1.61,31.66762,-104.39968,7.391
texnet2021hvcm,2021,4,22,31.70123,-104.15408,7.578,1.82,31.70644,-104.15367,8.548
texnet2021hvdc,2021,4,22,31.67917,-104.17137,7.489,1.68,31.67442,-104.17042,7.597
texnet2021hvfg,2021,4,22,31.6137,-104.10271,7.015,1.56,31.61403,-104.10977,6.877
texnet2021hvhy,2021,4,22,31.65461,-104.3069,6.244,1.59,31.65439,-104.30915,6.98
texnet2021hvib,2021,4,22,31.65459,-104.30691,6.184,1.98,31.6574,-104.30513,6.8
texnet2021hwff,2021,4,22,31.68727,-104.30358,7.291,1.6,31.6866,-104.30294,7.7
texnet2021hwgy,2021,4,22,31.68711,-104.30555,7.383,1.61,31.69114,-104.3116,7.7
texnet2021hwhr,2021,4,22,31.73168,-104.1027,7.05,1.36,31.73171,-104.104,7.288
texnet2021hwlt,2021,4,22,31.61186,-104.10325,7.244,1.77,31.60943,-104.11082,7.597
texnet2021hwpx,2021,4,22,31.71028,-104.57104,5.982,2.41,31.72059,-104.57575,5.643
texnet2021hwxs,2021,4,23,31.67039,-104.37669,7.148,2.27,31.67052,-104.3771,6.774
texnet2021hwyc,2021,4,23,31.67127,-104.37628,7.072,1.86,31.66319,-104.37381,6.98
texnet2021hwye,2021,4,23,31.53454,-103.4547,6.338,2.2,31.52783,-103.45355,4.82
texnet2021hwym,2021,4,23,31.54641,-103.45809,3.112,1.92,31.56185,-103.45674,3.998
texnet2021hwzd,2021,4,23,31.5917,-104.2351,6.611,1.26,31.59596,-104.2366,6.466
texnet2021hxif,2021,4,23,31.67749,-104.41411,6.369,1.64,31.68136,-104.40735,7.186
texnet2021hxsq,2021,4,23,31.65454,-104.30418,6.406,2.37,31.66177,-104.3049,7.391
texnet2021hxwb,2021,4,23,31.65481,-104.30537,5.964,2.05,31.64704,-104.30801,7.186
texnet2021hybo,2021,4,23,31.60976,-104.10174,7.382,1.48,31.61039,-104.10114,8.625
texnet2021hykl,2021,4,23,31.6421,-104.22094,6.831,2.35,31.63515,-104.21267,6.62
texnet2021hymi,2021,4,24,31.61242,-104.11325,7.392,2.01,31.61493,-104.11408,6.98
texnet2021hzcq,2021,4,24,31.64101,-104.2203,6.749,1.74,31.64295,-104.21542,6.157
texnet2021hzlf,2021,4,24,31.73051,-104.09593,6.93,1.73,31.73291,-104.09243,7.623
texnet2021hzvt,2021,4,24,31.66147,-104.31476,7.429,1.42,31.65805,-104.3124,7.288
texnet2021iacy,2021,4,24,31.6517,-104.30817,6.328,1.49,31.65166,-104.30374,7.494
texnet2021iagg,2021,4,24,31.64102,-104.21964,6.863,1.52,31.63743,-104.21645,7.391
texnet2021iaio,2021,4,25,31.65085,-104.5579,6.772,1.63,31.6509,-104.55346,7.597
texnet2021iaol,2021,4,25,31.6716,-104.37872,7.091,1.85,31.67052,-104.3771,8.214
texnet2021ictv,2021,4,26,31.7342,-103.93887,7.773,1.97,31.73942,-103.93948,7.52
texnet2021idgp,2021,4,26,31.68209,-104.41571,6.177,1.69,31.67306,-104.41158,7.288
texnet2021idwn,2021,4,26,31.65242,-104.30376,6.572,1.38,31.64613,-104.30693,7.083
texnet2021idwr,2021,4,26,31.65182,-104.30315,6.556,1.76,31.66179,-104.30059,7.597
texnet2021idxo,2021,4,26,31.65081,-104.3037,6.652,1.57,31.65992,-104.30704,7.288
texnet2021idxp,2021,4,26,31.6527,-104.30405,7.353,1.68,31.64753,-104.30317,7.237
texnet2021iekr,2021,4,27,31.60366,-104.51045,8.121,1.39,31.59882,-104.51202,8.728
texnet2021ielw,2021,4,27,31.6531,-104.30551,6.164,1.66,31.66362,-104.30276,8.214
texnet2021iequ,2021,4,27,32.0308,-103.77111,7.919,1.3,32.03234,-103.76856,7.597
texnet2021ifls,2021,4,27,31.662,-104.36417,7.493,2.4,31.66599,-104.36737,7.288
texnet2021iflx,2021,4,27,31.66191,-104.36435,7.533,1.82,31.66967,-104.36741,6.98
texnet2021iftf,2021,4,27,31.67608,-104.3988,7.843,1.84,31.67043,-104.3911,6.671
texnet2021ifvl,2021,4,28,31.66211,-104.36336,7.113,1.49,31.65041,-104.3597,6.877
texnet2021ifwf,2021,4,28,31.66783,-104.44432,5.616,1.11,31.66731,-104.44597,5.232
texnet2021ifyb,2021,4,28,31.73015,-104.56867,7.098,2.29,31.72743,-104.58282,6.106
texnet2021ihcl,2021,4,28,31.61065,-104.1097,7.254,1.89,31.61313,-104.10546,7.186
texnet2021ihhk,2021,4,28,31.676,-104.4158,7.023,1.66,31.6804,-104.41272,6.774
texnet2021ihhz,2021,4,28,31.69641,-104.17923,7.815,1.98,31.69779,-104.18511,6.826
texnet2021ihmd,2021,4,28,31.59114,-104.22179,6.583,1.79,31.59797,-104.20327,6.671
texnet2021ihoe,2021,4,28,31.72604,-104.53854,6.956,2.51,31.72333,-104.57793,5.643
texnet2021ihvy,2021,4,29,31.56051,-104.14839,6.766,1.54,31.56512,-104.15357,7.186
texnet2021iifo,2021,4,29,31.72666,-104.53882,6.831,1.38,31.72086,-104.5402,7.597
texnet2021iigy,2021,4,29,31.72733,-104.5376,6.806,1.75,31.72729,-104.54135,7.288
texnet2021ijhl,2021,4,29,31.65306,-104.30919,6.375,2.99,31.65554,-104.30889,7.211
texnet2021ijhx,2021,4,29,31.65343,-104.30696,6.093,2,31.65738,-104.3089,6.851
texnet2021ijju,2021,4,29,31.68815,-104.42418,6.953,2.48,31.69436,-104.42173,6.132
texnet2021ijni,2021,4,30,31.617,-104.10349,6.704,1.79,31.61104,-104.11002,8.24
texnet2021ijtb,2021,4,30,31.61209,-104.11298,7.309,1.72,31.62258,-104.09933,7.006
texnet2021ikfa,2021,4,30,31.56956,-104.01007,6.539,2.05,31.56593,-104.01028,8.548
texnet2021ikfh,2021,4,30,31.57011,-104.01013,6.567,1.49,31.56662,-104.01056,8.214
texnet2021ikfj,2021,4,30,31.57052,-104.01105,6.534,1.48,31.56042,-104.00918,8.445
texnet2021imbs,2021,5,1,31.6491,-104.49745,6.279,1.47,31.64624,-104.50121,6.414
texnet2021imer,2021,5,1,31.66498,-104.48302,6.586,2.19,31.66149,-104.49006,6.671
texnet2021impt,2021,5,1,31.69123,-104.4926,7.22,2.47,31.69556,-104.48178,6.157
texnet2021imua,2021,5,1,31.66563,-104.36568,6.922,1.83,31.67241,-104.36958,7.288
texnet2021inas,2021,5,1,31.66009,-104.50753,7.879,1.73,31.66043,-104.50942,7.803
texnet2021inkm,2021,5,2,31.69877,-104.14017,6.979,1.81,31.69662,-104.14149,6.98
texnet2021inkq,2021,5,2,31.69849,-104.14234,6.86,2.13,31.7003,-104.14043,6.98
texnet2021inld,2021,5,2,31.67902,-104.1696,7.489,2.03,31.68201,-104.16966,7.006
texnet2021inoa,2021,5,2,31.60382,-104.50846,8.323,1.61,31.59793,-104.50879,8.42
texnet2021inrf,2021,5,2,31.59141,-104.22174,6.563,2.22,31.59882,-104.21726,6.98
texnet2021insx,2021,5,2,31.6595,-104.34948,6.024,1.61,31.65326,-104.34466,6.98
texnet2021inzk,2021,5,2,31.61163,-104.10504,7.372,1.37,31.6132,-104.08825,7.494
texnet2021iogy,2021,5,2,31.66171,-104.35797,6.989,1.74,31.66238,-104.35658,6.671
texnet2021iohn,2021,5,2,31.594,-104.23191,6.418,2.38,31.58956,-104.2301,6.157
texnet2021iojd,2021,5,2,31.49306,-103.98396,6.763,2,31.49573,-103.97449,5.874
texnet2021ippw,2021,5,3,31.69847,-104.14482,7.109,1.75,31.69659,-104.14687,7.083
texnet2021ipsy,2021,5,3,31.70026,-104.14726,6.823,1.5,31.69934,-104.14904,7.494
texnet2021iqfc,2021,5,3,31.64467,-104.18944,7.206,1.74,31.64398,-104.1939,6.157
texnet2021iqhd,2021,5,3,31.64467,-104.19026,7.1,1.56,31.64215,-104.19066,7.288
texnet2021iqvc,2021,5,4,31.68032,-104.45827,6.381,1.39,31.68294,-104.44505,5.746
texnet2021iqve,2021,5,4,31.65874,-104.34792,6.046,1.45,31.66386,-104.3399,7.031
texnet2021irgy,2021,5,4,31.59169,-104.23137,6.274,1.64,31.59142,-104.22689,6.157
texnet2021irvb,2021,5,4,31.31286,-103.4155,4.734,1.84,31.30191,-103.41976,1.093
texnet2021irxa,2021,5,4,31.61611,-104.10879,7.027,1.73,31.61403,-104.1087,7.494
texnet2021isag,2021,5,4,31.61633,-104.33849,6.648,2.07,31.62207,-104.33364,6.157
texnet2021iskw,2021,5,4,31.66185,-104.48613,6.596,1.67,31.65968,-104.48573,6.569
texnet2021isrn,2021,5,5,31.6621,-104.48645,6.542,1.58,31.66427,-104.48685,6.569
texnet2021itpw,2021,5,5,31.65001,-104.55471,6.932,2.16,31.65735,-104.55245,7.391
texnet2021itwq,2021,5,5,31.70896,-104.03113,8.736,1.69,31.71551,-104.01343,7.7
texnet2021iuhk,2021,5,5,31.7174,-104.50218,6.446,2.27,31.72021,-104.50465,6.466
texnet2021iukj,2021,5,6,31.69982,-104.14763,7.246,1.53,31.69335,-104.1517,6.106
texnet2021iunb,2021,5,6,31.72367,-104.1453,7.601,1.8,31.71864,-104.14917,7.391
texnet2021iunw,2021,5,6,31.69851,-104.14635,7.348,2.03,31.69314,-104.14766,6.132
texnet2021iupu,2021,5,6,31.65435,-104.56623,7.333,1.63,31.66638,-104.573,6.363
texnet2021iurk,2021,5,6,31.65031,-104.32715,5.739,1.6,31.6598,-104.32749,6.157
texnet2021ivqt,2021,5,6,31.04007,-103.52427,3.693,1.69,31.02416,-103.51506,5.232
texnet2021ivrb,2021,5,6,31.61531,-104.10662,7.074,1.84,31.61676,-104.11517,7.186
texnet2021iwfa,2021,5,6,31.66397,-104.47923,6.853,1.41,31.66342,-104.47608,7.083
texnet2021iwhd,2021,5,7,31.65871,-104.3277,8.479,2.04,31.65706,-104.32424,6.877
texnet2021iwhj,2021,5,7,31.65842,-104.32646,8.488,1.85,31.66628,-104.32001,7.288
texnet2021iwto,2021,5,7,31.66244,-104.49657,7.837,1.74,31.67172,-104.47293,6.054
texnet2021iwyq,2021,5,7,31.61357,-104.27215,6.818,1.66,31.61415,-104.27332,6.569
texnet2021iwzd,2021,5,7,31.67465,-104.3828,6.12,1.56,31.67962,-104.39226,7.288
texnet2021ixie,2021,5,7,31.61141,-104.42047,6.823,2.23,31.60221,-104.42169,6.671
texnet2021ixkg,2021,5,7,31.61324,-104.10664,7.148,1.54,31.61499,-104.10117,7.288
texnet2021ixtj,2021,5,7,31.66544,-104.52897,6.46,1.67,31.66627,-104.52725,6.414
texnet2021ixxi,2021,5,7,31.61462,-104.10119,6.879,1.41,31.60949,-104.09576,7.597
texnet2021ixyw,2021,5,7,31.67307,-104.39175,7.018,1.59,31.68786,-104.39771,6.98
texnet2021ixzl,2021,5,7,31.61517,-104.10161,6.795,1.5,31.61588,-104.10655,6.054
texnet2021ixzq,2021,5,7,31.66195,-104.31549,7.456,1.79,31.66537,-104.31785,7.597
texnet2021iybj,2021,5,8,31.72016,-104.49913,6.259,2.36,31.72392,-104.50038,7.288
texnet2021iyhg,2021,5,8,31.65991,-104.34128,6.627,2.19,31.6621,-104.32697,6.414
texnet2021iyyp,2021,5,8,31.67487,-104.38693,6.641,1.71,31.68145,-104.39335,7.494
texnet2021iyyr,2021,5,8,31.59003,-104.22672,6.386,1.57,31.58586,-104.23438,6.157
texnet2021izay,2021,5,8,31.73392,-103.93793,7.811,1.57,31.73414,-103.93703,8.214
texnet2021izev,2021,5,8,31.66012,-104.34393,6.335,1.89,31.66022,-104.33341,6.414
texnet2021izgu,2021,5,8,31.65886,-104.34414,6.297,1.47,31.65791,-104.33501,7.186
texnet2021izhx,2021,5,8,31.6615,-104.3398,8.121,1.74,31.66074,-104.32319,6.774
texnet2021izmq,2021,5,8,31.6763,-104.4058,6.536,1.61,31.67267,-104.40027,7.443
texnet2021izmr,2021,5,8,31.67917,-104.41437,6.18,2.35,31.68179,-104.41112,6.209
texnet2021izse,2021,5,8,31.66193,-104.34229,7.921,1.77,31.65795,-104.32855,6.157
texnet2021izut,2021,5,8,31.67793,-104.41018,6.248,1.51,31.66714,-104.40237,7.443
texnet2021izvm,2021,5,8,31.6601,-104.34567,6.149,1.7,31.66344,-104.3329,6.157
texnet2021izya,2021,5,9,31.65658,-104.34355,6.852,1.65,31.66436,-104.33291,7.905
texnet2021jaag,2021,5,9,31.65584,-104.34397,6.892,1.51,31.64923,-104.32686,6.62
texnet2021jaii,2021,5,9,31.61463,-104.1156,7.579,1.4,31.61306,-104.1216,7.803
texnet2021jaiv,2021,5,9,31.65882,-104.34954,5.93,1.73,31.65099,-104.3398,7.031
texnet2021janv,2021,5,9,31.67792,-104.40888,6.31,1.64,31.68231,-104.40197,6.157
texnet2021jasl,2021,5,9,31.59372,-104.20827,7.172,1.68,31.59519,-104.20863,6.157
texnet2021jaso,2021,5,9,31.59403,-104.2078,7.103,1.93,31.59423,-104.21615,6.466
texnet2021jati,2021,5,9,31.66092,-104.35086,5.625,1.79,31.66618,-104.33615,6.157
texnet2021jatj,2021,5,9,31.65397,-104.30816,6.374,1.74,31.65259,-104.30267,6.774
texnet2021jaup,2021,5,9,31.65991,-104.35376,5.899,1.6,31.66334,-104.34905,7.905
texnet2021jaza,2021,5,9,31.62171,-104.11915,6.8,1.37,31.61765,-104.1227,7.288
texnet2021jbac,2021,5,9,31.72376,-104.54156,7.091,2.82,31.72833,-104.5252,6.054
texnet2021jbdm,2021,5,9,31.66119,-104.31562,6.313,2.34,31.66058,-104.31162,6.594
texnet2021jboe,2021,5,9,31.64551,-104.19474,7.077,1.44,31.63888,-104.20194,7.854
texnet2021jbvw,2021,5,10,31.66304,-104.49521,7.744,1.41,31.65776,-104.49648,8.317
texnet2021jbwz,2021,5,10,31.62686,-104.38604,6.722,1.66,31.62541,-104.38854,7.391
texnet2021jcbl,2021,5,10,31.61522,-104.1174,7.545,1.44,31.61676,-104.11732,7.186
texnet2021jcgk,2021,5,10,31.67721,-104.41235,6.354,1.38,31.67581,-104.41268,7.391
texnet2021jcsj,2021,5,10,31.63791,-104.22669,7.826,1.73,31.63558,-104.21967,6.26
texnet2021jcsr,2021,5,10,31.61427,-104.0999,6.87,1.45,31.615,-104.09687,7.803
texnet2021jdgq,2021,5,10,31.67495,-104.41274,7.112,1.57,31.67029,-104.4137,8.934
texnet2021jdmv,2021,5,10,31.60592,-104.51156,7.893,2.23,31.59416,-104.52058,8.728
