eventID,year,month,day,LatReloc,LonReloc,depthReloc,mag,LatCat,LonCat,depthCat
texnet2018jjnc,2018,5,14,31.21175,-103.91651,2.853,1.76,31.2084,-103.92528,3.175
texnet2018jjqv,2018,5,14,31.21237,-103.91631,2.912,2.3,31.21205,-103.93494,2.764
texnet2018jjsn,2018,5,14,31.21156,-103.91668,3.047,1.7,31.21302,-103.91673,2.867
texnet2018jjxi,2018,5,14,31.21143,-103.91716,3.086,1.54,31.21578,-103.91781,3.381
texnet2018jkac,2018,5,14,31.26652,-103.72591,5.722,1.45,31.26487,-103.73362,6.054
texnet2018jkap,2018,5,14,31.21205,-103.9159,2.754,1.6,31.21857,-103.90603,3.689
texnet2018jkbt,2018,5,14,31.39424,-103.48702,3.284,1.04,31.39181,-103.47517,3.998
texnet2018jked,2018,5,14,31.21166,-103.91697,3.062,2.28,31.20473,-103.92312,1.941
texnet2018jkml,2018,5,14,31.2133,-103.9151,2.742,2.36,31.20473,-103.92527,3.278
texnet2018jkmz,2018,5,14,31.26723,-103.72427,5.113,1.31,31.27637,-103.72775,7.648
texnet2018jknv,2018,5,14,31.26666,-103.72482,5.094,1.48,31.28048,-103.74759,6.157
texnet2018jkot,2018,5,14,31.21792,-103.92276,7.66,1.54,31.22315,-103.91248,6.157
texnet2018jkpv,2018,5,14,31.21188,-103.91656,2.984,1.82,31.21352,-103.90334,3.124
texnet2018jktc,2018,5,14,31.26136,-103.72685,6.881,1.86,31.25845,-103.72396,6.157
texnet2018jktf,2018,5,14,31.21164,-103.91731,3.247,1.79,31.21301,-103.91994,3.895
texnet2018jkwr,2018,5,15,31.26628,-103.72703,6.439,1.31,31.26119,-103.7379,6.26
texnet2018jkww,2018,5,15,31.303,-103.67623,3.144,1.51,31.30997,-103.68116,3.484
texnet2018jlaw,2018,5,15,31.21166,-103.91839,3.543,1.54,31.20804,-103.91591,3.329
texnet2018jlbs,2018,5,15,31.40188,-103.56002,4.562,1.22,31.39184,-103.54923,2.455
texnet2018jlcn,2018,5,15,31.26811,-103.7266,6.708,1.06,31.26394,-103.74541,6.157
texnet2018jlcy,2018,5,15,31.21743,-103.92289,7.617,1.54,31.20988,-103.92444,9.705
texnet2018jllq,2018,5,15,31.2677,-103.72476,5.254,1.49,31.26764,-103.73041,3.998
texnet2018jlox,2018,5,15,31.26745,-103.72681,6.789,2.35,31.25936,-103.73468,7.803
texnet2018jlpx,2018,5,15,31.26779,-103.72443,9.973,1.84,31.25935,-103.73683,9.962
texnet2018jmar,2018,5,15,31.21001,-103.91743,3.112,2.19,31.21207,-103.92744,1.941
texnet2018jmqb,2018,5,15,31.39171,-103.48925,3.479,1.32,31.37619,-103.48699,3.175
texnet2018jmyp,2018,5,16,31.06592,-103.31851,6.039,1.41,31.07174,-103.32034,5.54
texnet2018jmyq,2018,5,16,31.06608,-103.31876,5.916,1.37,31.07313,-103.31403,4.203
texnet2018jnds,2018,5,16,31.67973,-104.51103,4.598,1.8,31.67267,-104.50946,3.839
texnet2018jnox,2018,5,16,31.26882,-103.72667,6.798,1.62,31.27225,-103.71541,6.363
texnet2018jnps,2018,5,16,31.27103,-103.72459,5.687,1.34,31.26487,-103.73362,6.157
texnet2018joyo,2018,5,17,31.16748,-103.51385,4.298,1.38,31.16084,-103.54058,4.641
texnet2018jozc,2018,5,17,31.26922,-103.72708,6.569,1.09,31.2704,-103.72291,6.157
texnet2018jpdr,2018,5,17,31.20307,-103.44808,4.349,1.35,31.19123,-103.44078,4.281
texnet2018jpkc,2018,5,17,31.34979,-103.43432,5.919,1.48,31.34398,-103.43767,4.82
texnet2018jpvu,2018,5,17,31.40247,-103.50498,1.627,1.36,31.41204,-103.49448,2.867
texnet2018jquy,2018,5,18,31.67982,-104.51052,3.957,2.71,31.68182,-104.51803,2.421
texnet2018jqzw,2018,5,18,31.3845,-103.53016,4.205,0.98,31.39827,-103.52991,4.306
texnet2018jrau,2018,5,18,31.26874,-103.72682,6.833,1.86,31.26949,-103.71648,9.448
texnet2018jreu,2018,5,18,31.5005,-103.71217,5.689,1.64,31.50389,-103.71365,5.437
texnet2018jrfu,2018,5,18,31.68016,-104.50977,4.325,2.79,31.67633,-104.51589,3.937
texnet2018jrrf,2018,5,18,31.36771,-103.49381,5.021,1.72,31.36884,-103.48378,5.129
texnet2018jsjh,2018,5,19,31.39491,-103.47095,2.414,1.38,31.39364,-103.46766,2.558
texnet2018jskb,2018,5,19,31.6804,-104.50886,4.544,1.76,31.67633,-104.5116,5.209
texnet2018jsme,2018,5,19,31.26822,-103.72535,6.169,1.38,31.26766,-103.71112,6.157
texnet2018jswl,2018,5,19,31.26835,-103.72678,6.765,1.18,31.26348,-103.74702,8.882
texnet2018jtrd,2018,5,19,31.3987,-103.53525,3.352,1.88,31.4031,-103.53555,3.304
texnet2018jtrl,2018,5,19,31.39677,-103.534,3.367,1.23,31.4047,-103.52991,4.923
texnet2018juay,2018,5,20,31.12686,-103.53208,6.843,1.8,31.12274,-103.5201,7.777
texnet2018jugz,2018,5,20,31.26841,-103.7246,9.848,1.79,31.27685,-103.7122,9.859
texnet2018jukq,2018,5,20,31.1624,-103.50476,4.877,1.01,31.1556,-103.52356,4.615
texnet2018julz,2018,5,20,31.27207,-103.72698,7.017,2.25,31.26533,-103.7363,6.62
texnet2018juro,2018,5,20,31.35187,-103.44469,3.829,1.22,31.34215,-103.44518,3.072
texnet2018juwt,2018,5,20,31.26988,-103.72605,6.602,1.47,31.26305,-103.72076,6.054
texnet2018jviq,2018,5,20,31.67831,-104.51168,4.348,1.96,31.67816,-104.52017,3.497
texnet2018jvlr,2018,5,20,31.67855,-104.51168,4.102,2.92,31.68182,-104.52017,2.176
texnet2018jvmm,2018,5,20,31.21205,-103.91563,2.504,1.37,31.2103,-103.90279,3.381
texnet2018jvpp,2018,5,20,31.53213,-103.25791,5.891,1.88,31.53578,-103.25251,9.037
texnet2018jwan,2018,5,21,31.17593,-103.25046,5.556,1.46,31.19019,-103.26006,6.054
texnet2018jwga,2018,5,21,31.40559,-103.57003,4.847,1.41,31.39368,-103.56641,4.718
texnet2018kafz,2018,5,23,31.17929,-103.25493,4.215,1.82,31.18548,-103.26045,4.923
texnet2018kahd,2018,5,23,31.18796,-103.27893,4.114,1.77,31.1801,-103.27081,9.448
texnet2018kahe,2018,5,23,31.18651,-103.27809,4.157,1.67,31.1893,-103.27506,7.803
texnet2018kbdi,2018,5,23,31.13867,-103.24094,6.71,2.39,31.13959,-103.24095,8.625
texnet2018kbdy,2018,5,23,31.13842,-103.24141,6.602,1.44,31.14788,-103.24735,8.728
texnet2018kbsk,2018,5,24,31.39112,-103.52154,3.482,1.27,31.40102,-103.51703,4.306
texnet2018kcba,2018,5,24,31.26884,-103.72687,6.85,1.88,31.26397,-103.71969,6.157
texnet2018kcug,2018,5,24,31.21105,-103.91692,3.787,1.41,31.20758,-103.91003,7.083
texnet2018kczi,2018,5,24,31.67885,-104.50987,4.409,2.1,31.68365,-104.5116,2.763
texnet2018kdax,2018,5,24,31.29166,-103.68274,6.157,1.34,31.29803,-103.67578,6.157
texnet2018kdqw,2018,5,25,31.26933,-103.72563,5.65,1.18,31.27362,-103.72238,6.723
texnet2018kdri,2018,5,25,31.21142,-103.91834,3.73,1.51,31.21395,-103.91245,3.381
texnet2018kdsw,2018,5,25,31.24441,-103.55406,5.939,1.58,31.24385,-103.55139,6.054
texnet2018kdtf,2018,5,25,31.24346,-103.55309,6.024,1.36,31.24569,-103.55997,4.923
texnet2018kdtr,2018,5,25,31.40997,-103.51427,2.379,1.83,31.39918,-103.50844,3.175
texnet2018kdvg,2018,5,25,31.22223,-103.54292,6.236,1.48,31.22501,-103.55622,4.769
texnet2018kedx,2018,5,25,31.1526,-103.4979,4.75,1.31,31.1643,-103.49406,4.306
texnet2018keeo,2018,5,25,31.21727,-103.50771,6.92,1.36,31.21863,-103.49749,7.597
texnet2018kehy,2018,5,25,31.39035,-103.51868,3.483,1.9,31.38356,-103.51704,3.895
texnet2018kekl,2018,5,25,31.29152,-103.68274,6.157,1.51,31.28515,-103.6897,6.157
texnet2018kevd,2018,5,25,31.63289,-103.99861,6.779,2.74,31.6374,-104.00767,6.054
texnet2018kexa,2018,5,25,31.63299,-103.99844,6.751,2.35,31.62736,-103.98717,7.597
texnet2018kfdl,2018,5,26,31.63283,-104.00614,6.596,1.49,31.64017,-104.00661,6.157
texnet2018kfdp,2018,5,26,31.12772,-103.21214,5.727,2.46,31.11743,-103.20357,7.597
texnet2018kfdr,2018,5,26,31.25176,-103.72371,7.788,1.46,31.24833,-103.7293,6.157
texnet2018kftx,2018,5,26,31.63325,-104.00514,6.678,1.86,31.63056,-103.99311,7.443
texnet2018kful,2018,5,26,31.6333,-104.00512,6.794,1.57,31.63833,-104.00444,6.466
texnet2018kfvq,2018,5,26,31.27034,-103.72655,6.736,1.79,31.26487,-103.73577,7.803
texnet2018kfvx,2018,5,26,31.13178,-103.21633,6.105,2.12,31.12942,-103.21851,8.317
texnet2018kfvy,2018,5,26,31.26803,-103.72645,6.614,1.56,31.26119,-103.74005,6.157
texnet2018kfwk,2018,5,26,31.52914,-103.2666,5.46,1.59,31.53217,-103.28047,5.437
texnet2018kgrm,2018,5,26,31.16974,-103.30859,6.879,2.33,31.17191,-103.30831,7.083
texnet2018kgtm,2018,5,27,31.20687,-103.91113,5.271,1.61,31.20382,-103.92205,2.455
texnet2018khel,2018,5,27,31.38919,-103.5203,3.275,1.41,31.39298,-103.51569,4.538
texnet2018khit,2018,5,27,31.2111,-103.91662,3.83,1.29,31.21863,-103.89143,3.381
texnet2018khsv,2018,5,27,31.25135,-103.72419,7.714,1.57,31.25478,-103.7186,9.345
texnet2018khte,2018,5,27,31.20687,-103.91095,5.321,1.42,31.2112,-103.91244,4.101
texnet2018kiuz,2018,5,28,31.38916,-103.53274,3.726,1.09,31.3715,-103.52748,2.764
texnet2018kixa,2018,5,28,31.27089,-103.42504,6.002,1.85,31.26814,-103.42865,6.106
texnet2018kizo,2018,5,28,31.2683,-103.72681,6.631,2.32,31.25475,-103.74325,9.859
texnet2018kizt,2018,5,28,31.26947,-103.72678,6.688,2.07,31.27409,-103.71756,6.157
texnet2018kizu,2018,5,28,31.26863,-103.72564,5.577,1.63,31.25935,-103.7379,7.391
texnet2018kjas,2018,5,28,31.27006,-103.72328,3.741,1.19,31.26169,-103.71057,4.152
texnet2018kjic,2018,5,28,31.3926,-103.53013,3.53,1.08,31.40011,-103.52884,3.484
texnet2018kjld,2018,5,28,31.53065,-103.26367,5.472,2,31.52658,-103.24824,6.157
texnet2018kkno,2018,5,29,31.40012,-103.55094,2.967,0.9,31.40189,-103.54899,2.969
texnet2018kkpw,2018,5,29,31.63332,-104.00504,6.79,1.72,31.62776,-104.00493,6.106
texnet2018klao,2018,5,29,31.40618,-103.56147,3.067,1.47,31.39827,-103.56319,3.484
texnet2018klis,2018,5,29,31.19844,-103.32406,7.68,2.3,31.19123,-103.31897,9.242
texnet2018klmp,2018,5,29,31.67855,-104.51279,4.009,2.4,31.6745,-104.51589,4.28
texnet2018kmts,2018,5,30,31.54035,-103.28852,6.986,1.59,31.53103,-103.28182,6.08
texnet2018kmty,2018,5,30,31.41137,-103.58348,5.882,0.86,31.41068,-103.58198,5.797
texnet2018kmxa,2018,5,30,31.38916,-103.53001,3.881,0.97,31.39551,-103.53421,4.306
texnet2018kmxl,2018,5,30,31.38955,-103.53775,4.106,1.24,31.39919,-103.53206,4.923
texnet2018kmxn,2018,5,30,31.29913,-103.46609,5.741,1.3,31.30059,-103.47844,3.998
texnet2018knab,2018,5,30,31.50258,-103.71525,5.703,1.56,31.50849,-103.70613,6.774
texnet2018kndv,2018,5,30,31.49132,-103.67928,4.093,1.31,31.48385,-103.66771,2.661
texnet2018kocd,2018,5,31,31.18039,-103.27661,6.699,2.11,31.18012,-103.27723,9.551
texnet2018kohx,2018,5,31,31.13143,-103.51729,5.042,1.5,31.1317,-103.52036,4.615
texnet2018korm,2018,5,31,31.19758,-103.50499,5.515,1.52,31.20155,-103.49677,5.232
texnet2018koxw,2018,5,31,31.35839,-103.44679,4.214,1.68,31.34491,-103.44839,3.792
texnet2018kpul,2018,5,31,31.13141,-103.51715,5.191,1.26,31.12999,-103.53041,5.617
texnet2018kqhp,2018,6,1,31.67994,-104.50798,4.341,2.11,31.6745,-104.51589,3.008
texnet2018ktip,2018,6,2,31.19967,-103.32563,7.616,2.77,31.20688,-103.33072,6.054
texnet2018kujq,2018,6,3,31.15485,-103.25411,3.046,2.98,31.1603,-103.25427,5.18
texnet2018kuka,2018,6,3,31.15563,-103.2548,2.942,2.19,31.16077,-103.26016,5.746
texnet2018kukc,2018,6,3,31.15631,-103.25513,3.111,2.38,31.17915,-103.25474,5.54
texnet2018kukd,2018,6,3,31.15635,-103.25501,2.853,2.44,31.17639,-103.25475,6.774
texnet2018kvoy,2018,6,4,31.15818,-103.25687,2.965,2.73,31.15936,-103.24678,5.078
texnet2018kxcr,2018,6,4,31.50273,-103.71625,5.632,1.71,31.49472,-103.69536,5.849
texnet2018kxga,2018,6,5,31.53434,-103.45406,6.308,2.02,31.53197,-103.45301,7.237
texnet2018kydv,2018,6,5,31.20687,-103.91118,5.24,1.56,31.20386,-103.90812,6.054
texnet2018kyhr,2018,6,5,31.37799,-103.46858,4.679,1.52,31.37803,-103.4784,3.998
texnet2018kzai,2018,6,5,31.20709,-103.91077,5.332,1.4,31.20938,-103.90386,6.054
texnet2018kzlg,2018,6,6,31.54358,-103.63592,4.631,1.42,31.54831,-103.6398,1.915
texnet2018kzqs,2018,6,6,31.32496,-103.38935,6.125,1.44,31.32095,-103.38728,6.569
texnet2018kzxt,2018,6,6,31.13986,-103.25069,6.713,1.49,31.14881,-103.25484,6.157
texnet2018kzyx,2018,6,6,31.25958,-103.73,8.326,1.36,31.25982,-103.72986,6.414
texnet2018lbsn,2018,6,7,31.38503,-103.53149,4.16,1.46,31.3854,-103.53099,2.661
texnet2018lcml,2018,6,7,31.52641,-103.26816,5.755,1.62,31.53857,-103.26648,6.671
texnet2018lcqb,2018,6,7,31.2896,-103.60416,5.173,2.59,31.27969,-103.60285,5.026
texnet2018lfde,2018,6,9,31.39829,-103.70684,9.391,1.65,31.3881,-103.6877,7.905
texnet2018lfdh,2018,6,9,31.3985,-103.70447,9.135,1.15,31.40189,-103.71139,8.728
texnet2018lfee,2018,6,9,31.38247,-103.67624,3.145,1.22,31.39452,-103.69013,3.484
texnet2018lfei,2018,6,9,31.3818,-103.67609,3.211,1.23,31.38623,-103.67858,1.941
texnet2018lfek,2018,6,9,31.39848,-103.70681,9.45,1.37,31.39636,-103.7062,9.345
texnet2018lfgm,2018,6,9,31.39717,-103.70678,9.273,1.66,31.39636,-103.70274,8.111
texnet2018lfks,2018,6,9,31.39894,-103.70681,9.416,1.38,31.41018,-103.72617,10.99
texnet2018lfmv,2018,6,9,31.39668,-103.70681,9.35,1.37,31.39544,-103.70515,10.888
texnet2018lfyf,2018,6,9,31.25755,-103.65584,8.459,1.33,31.25577,-103.65,7.7
texnet2018lfyu,2018,6,9,31.2578,-103.65525,8.57,1.7,31.25784,-103.65081,9.165
texnet2018lfzs,2018,6,9,31.38162,-103.67614,3.17,1.78,31.36514,-103.65976,4.101
texnet2018lgad,2018,6,9,31.2578,-103.65551,8.6,1.81,31.26219,-103.6618,8.111
texnet2018lglx,2018,6,10,31.39846,-103.70681,9.297,1.81,31.39819,-103.70596,9.345
texnet2018lguz,2018,6,10,31.39262,-103.48183,3.41,1.93,31.40101,-103.48053,4.615
texnet2018lgww,2018,6,10,31.39109,-103.2476,5.683,2.06,31.38589,-103.22724,6.054
texnet2018ljjq,2018,6,11,31.53236,-103.25898,5.693,1.55,31.53307,-103.27187,6.054
texnet2018llom,2018,6,12,31.17914,-103.27416,6.517,2.07,31.17917,-103.26545,5.437
texnet2018lngm,2018,6,13,31.25704,-103.64656,8.846,2.01,31.25439,-103.65054,9.499
texnet2018logu,2018,6,14,31.5345,-103.25202,5.595,1.67,31.50916,-103.26764,2.661
texnet2018lokd,2018,6,14,31.38015,-103.51389,3.425,1.72,31.35598,-103.50632,1.016
texnet2018lonv,2018,6,14,31.22304,-103.53104,5.91,1.51,31.22822,-103.53532,6.877
texnet2018losx,2018,6,14,31.14838,-103.23737,5.801,1.58,31.14879,-103.24414,6.157
texnet2018ltnk,2018,6,17,31.47768,-103.37498,5.467,1.56,31.47442,-103.36444,6.054
texnet2018ltwj,2018,6,17,31.36845,-103.45619,4.233,1.61,31.36102,-103.47466,2.712
texnet2018lvbe,2018,6,18,31.3888,-103.531,3.769,1.4,31.40011,-103.53206,4.306
texnet2018lvel,2018,6,18,31.37377,-103.45412,5.211,1.16,31.37892,-103.45157,5.54
texnet2018lvra,2018,6,18,31.66013,-104.33951,5.61,1.7,31.6507,-104.34654,3.986
texnet2018lwvt,2018,6,19,31.35173,-103.44457,3.858,1.27,31.36145,-103.44408,4.615
texnet2018lxfm,2018,6,19,31.67988,-104.51303,4.57,1.62,31.67816,-104.51803,4.035
texnet2018lxjb,2018,6,19,31.682,-104.51162,4.174,1.95,31.68365,-104.52017,2.372
texnet2018lxrv,2018,6,19,31.40542,-103.63086,11.653,1.26,31.39176,-103.6429,12.533
texnet2018lxrw,2018,6,19,31.41362,-103.60868,4.12,1.16,31.42492,-103.61795,6.157
texnet2018lzkm,2018,6,20,31.32185,-103.58981,5.159,1.46,31.31255,-103.59616,5.206
texnet2018mauf,2018,6,21,31.40565,-103.57232,4.843,1.28,31.40287,-103.57285,5.129
texnet2018mavs,2018,6,21,31.13092,-103.21533,6.004,1.69,31.13264,-103.2201,7.031
texnet2018mavt,2018,6,21,31.13161,-103.21559,5.755,2.24,31.15058,-103.227,4.923
texnet2018mbea,2018,6,21,31.14766,-103.55009,5.092,1.45,31.13998,-103.55783,3.381
texnet2018mbni,2018,6,21,31.15231,-103.49848,4.742,1.06,31.16061,-103.50599,3.998
texnet2018mcam,2018,6,21,31.1282,-103.21325,5.983,1.99,31.1423,-103.22168,4.82
texnet2018mcxb,2018,6,22,31.17246,-103.51652,4.508,1.35,31.15601,-103.52868,8.522
texnet2018mdfz,2018,6,22,31.26071,-103.4995,7.744,1.55,31.26729,-103.52835,8.265
texnet2018mehz,2018,6,23,31.38869,-103.17949,5.594,2.22,31.3674,-103.1876,6.054
texnet2018mfov,2018,6,23,31.39796,-103.5455,3.747,1.89,31.41666,-103.55138,2.352
texnet2018mfpd,2018,6,23,31.39853,-103.54568,3.778,1.57,31.40976,-103.53367,4.255
texnet2018mgew,2018,6,24,31.40156,-103.52562,1.995,1.51,31.40195,-103.52776,1.735
texnet2018mgtk,2018,6,24,31.66027,-104.34362,5.529,1.86,31.65253,-104.35082,4.328
texnet2018mgvu,2018,6,24,31.31067,-103.63215,8.208,1.43,31.30633,-103.63933,8.42
texnet2018mivg,2018,6,25,31.39528,-103.55057,4.045,2.23,31.39896,-103.55272,4.126
texnet2018mjjj,2018,6,25,31.14139,-103.25844,4.205,1.36,31.14035,-103.25467,6.157
texnet2018mkgq,2018,6,26,31.65981,-104.34267,5.541,2.61,31.66168,-104.3594,5.013
texnet2018mkgw,2018,6,26,31.66056,-104.34204,5.529,1.95,31.64978,-104.34332,5.429
texnet2018mmri,2018,6,27,31.68079,-104.50893,4.47,2.13,31.68182,-104.50302,1.687
texnet2018mmwj,2018,6,27,31.68129,-104.50892,4.313,2.19,31.68274,-104.50624,3.081
texnet2018mnjh,2018,6,28,31.681,-104.50679,4.066,2.78,31.68732,-104.51374,2.568
texnet2018mnlz,2018,6,28,31.68167,-104.50792,3.877,2.72,31.67542,-104.51053,2.983
texnet2018mnmw,2018,6,28,31.40112,-103.47169,3.291,2.69,31.38813,-103.4741,3.072
texnet2018mntd,2018,6,28,31.40295,-103.47407,3.188,2.95,31.41594,-103.47166,3.407
texnet2018mnwo,2018,6,28,31.13144,-103.47734,4.366,1.36,31.14219,-103.45302,4.923
texnet2018moya,2018,6,28,31.25159,-103.69754,6.397,1.47,31.24746,-103.69394,5.849
texnet2018mpah,2018,6,28,31.19237,-103.28215,4.101,2.73,31.21047,-103.28571,5.54
texnet2018mpbk,2018,6,29,31.41447,-103.6109,4.541,1.55,31.40608,-103.61096,4.666
texnet2018mpdm,2018,6,29,31.68018,-104.5062,4.032,2.02,31.6745,-104.50946,3.204
texnet2018mpnu,2018,6,29,31.66056,-104.34361,5.284,1.8,31.65344,-104.35618,3.766
texnet2018mprp,2018,6,29,31.25159,-103.69785,6.432,1.49,31.25572,-103.70145,6.98
texnet2018mpvf,2018,6,29,31.68101,-104.50752,3.572,1.64,31.67633,-104.50517,3.35
texnet2018mpzj,2018,6,29,31.38367,-103.52872,4.26,1.37,31.39367,-103.53528,4.409
texnet2018mqhj,2018,6,29,31.37902,-103.45948,4.774,1.61,31.38353,-103.46015,4.512
texnet2018mqig,2018,6,29,31.25224,-103.56228,5.611,2.05,31.26775,-103.55032,6.054
texnet2018mqzr,2018,6,30,31.68027,-104.50509,4.324,1.68,31.67908,-104.50624,2.886
texnet2018mrjy,2018,6,30,31.6823,-104.50632,3.787,2.95,31.66809,-104.50195,4.059
texnet2018mrln,2018,6,30,31.67953,-104.50487,4.475,1.85,31.67267,-104.49874,3.839
texnet2018mrxi,2018,6,30,31.32193,-103.58972,5.232,2.16,31.3266,-103.58982,4.573
texnet2018msxr,2018,7,1,31.55862,-103.75155,10.772,1.69,31.57551,-103.76539,9.962
texnet2018mtep,2018,7,1,31.6599,-104.34172,5.587,1.42,31.65253,-104.34654,4.769
texnet2018mtmc,2018,7,1,31.37829,-103.45918,4.875,1.81,31.37893,-103.45479,4.615
texnet2018mukk,2018,7,1,31.68137,-104.50679,4.113,2.72,31.68549,-104.5116,3.546
texnet2018muqk,2018,7,2,31.4016,-103.55332,2.992,1.31,31.4093,-103.54494,4.409
texnet2018mutc,2018,7,2,31.39059,-103.53913,4.086,1.71,31.38908,-103.54279,4.409
texnet2018mveu,2018,7,2,31.29466,-103.58964,6.826,1.72,31.2921,-103.59374,5.489
texnet2018mvvy,2018,7,2,31.68038,-104.5082,4.013,2.33,31.68182,-104.5116,4.133
texnet2018mvyh,2018,7,2,31.30479,-103.41076,2.697,1.98,31.29248,-103.40771,4.512
texnet2018mvym,2018,7,2,31.32023,-103.39198,8.365,1.75,31.32441,-103.40256,9.988
texnet2018mwdk,2018,7,2,31.35305,-103.49125,5.651,1.92,31.35689,-103.48057,4.923
texnet2018mwic,2018,7,2,31.16608,-103.53761,4.603,1.4,31.16756,-103.54284,4.615
texnet2018mwnt,2018,7,3,31.29386,-103.58901,6.871,1.59,31.29096,-103.58222,4.178
texnet2018mwqw,2018,7,3,31.68268,-104.50872,4.211,1.49,31.67908,-104.51053,2.397
texnet2018mwsb,2018,7,3,31.43453,-103.55186,5.303,1.21,31.4378,-103.5546,4.82
texnet2018mxja,2018,7,3,31.67946,-104.50944,4.77,2.6,31.67633,-104.51374,3.644
texnet2018myyr,2018,7,4,31.17404,-103.51903,4.614,1.96,31.17307,-103.52249,5.232
texnet2018mzoh,2018,7,4,31.24647,-103.55464,5.541,1.58,31.24454,-103.55702,5.309
texnet2018mzyt,2018,7,4,31.29934,-103.43677,6.729,2.15,31.29895,-103.4463,7.391
texnet2018nabi,2018,7,5,31.32333,-103.39416,7.552,1.96,31.32922,-103.38512,5.129
texnet2018nacd,2018,7,5,31.24669,-103.55445,5.598,1.65,31.26545,-103.53263,4.769
texnet2018natc,2018,7,5,31.24595,-103.55315,5.48,1.5,31.25695,-103.53826,4.538
texnet2018nbki,2018,7,5,31.20436,-103.28007,5.474,1.6,31.20585,-103.27608,4.615
texnet2018ncai,2018,7,6,31.37401,-103.45273,4.955,1.96,31.37157,-103.45158,4.306
texnet2018ndbw,2018,7,6,31.40182,-103.55085,4.38,2.08,31.38449,-103.55782,2.867
texnet2018nddw,2018,7,6,31.37844,-103.46904,4.236,1.62,31.36974,-103.46124,3.278
texnet2018nedx,2018,7,7,31.39356,-103.48171,2.81,1.43,31.39916,-103.47516,3.998
texnet2018neer,2018,7,7,31.36777,-103.45579,4.22,1.64,31.35157,-103.44704,4.281
texnet2018nemk,2018,7,7,31.39657,-103.52784,3.686,1.56,31.39344,-103.53394,3.921
texnet2018neqj,2018,7,7,31.29541,-103.59235,6.206,1.84,31.299,-103.58141,4.615
texnet2018neqx,2018,7,7,31.65757,-104.34841,4.314,1.74,31.65619,-104.36369,4.035
texnet2018nfzg,2018,7,8,31.15741,-103.49152,4.795,1.44,31.15008,-103.49252,4.923
texnet2018ngsn,2018,7,8,31.24423,-103.55089,5.456,2.1,31.25396,-103.53853,4.306
texnet2018ngsq,2018,7,8,31.24337,-103.55075,5.437,1.48,31.23006,-103.54282,6.569
texnet2018nhnv,2018,7,9,31.68193,-104.50699,4.233,2.88,31.68365,-104.51803,2.91
texnet2018nhom,2018,7,9,31.67975,-104.507,5.95,1.69,31.67633,-104.50946,4.426
texnet2018nhpj,2018,7,9,31.68093,-104.50824,4.416,2.29,31.6745,-104.51589,2.666
texnet2018nhqc,2018,7,9,30.96602,-103.45847,7.706,1.36,30.96998,-103.45171,9.448
texnet2018nhqx,2018,7,9,31.68024,-104.50505,4.43,1.67,31.67816,-104.50946,2.861
texnet2018niko,2018,7,9,30.91852,-103.48274,5.104,1.87,30.90694,-103.48148,3.535
texnet2018nimf,2018,7,9,30.91563,-103.48296,4.295,1.61,30.93498,-103.48733,3.792
texnet2018njxh,2018,7,10,31.19143,-103.28143,4.132,1.59,31.1765,-103.30616,6.877
texnet2018nkkd,2018,7,10,31.22412,-103.58955,5.378,1.56,31.21902,-103.6039,7.391
texnet2018nkub,2018,7,10,31.17323,-103.51834,4.559,1.54,31.17835,-103.52222,4.281
texnet2018nkxv,2018,7,10,30.96352,-103.45517,8.592,1.44,30.95985,-103.47134,8.728
texnet2018nldi,2018,7,11,31.40913,-103.56529,3.237,2.07,31.40103,-103.56641,2.661
texnet2018nldp,2018,7,11,30.96542,-103.45583,8.509,1.36,30.97643,-103.44613,8.728
texnet2018nlmz,2018,7,11,31.4126,-103.60799,3.453,1.63,31.41274,-103.59835,4.281
texnet2018nlng,2018,7,11,31.41332,-103.60998,3.749,1.17,31.40746,-103.60935,4.615
texnet2018nmii,2018,7,11,31.50059,-103.71189,5.718,2.42,31.50251,-103.70881,5.797
texnet2018nmps,2018,7,11,31.49055,-103.67787,4.195,2.13,31.49197,-103.68569,4.409
texnet2018nmxo,2018,7,12,31.682,-104.51061,3.96,1.59,31.66901,-104.5116,3.79
texnet2018nnzo,2018,7,12,31.19377,-103.27498,7.617,1.99,31.20219,-103.28145,6.157
texnet2018noxr,2018,7,13,31.36551,-103.45367,4.254,1.97,31.36398,-103.44596,4.898
texnet2018npex,2018,7,13,31.38035,-103.47097,4.385,2,31.38973,-103.45558,5.412
texnet2018nplj,2018,7,13,31.38547,-103.46603,3.382,2.45,31.38812,-103.46015,3.278
texnet2018nqam,2018,7,13,30.96262,-103.45508,8.614,1.55,30.94968,-103.46595,6.877
texnet2018nqfr,2018,7,13,31.21625,-103.58419,5.716,3.02,31.22455,-103.57711,7.7
texnet2018nqkx,2018,7,13,30.94324,-103.47689,5.689,1.35,30.95433,-103.47689,7.186
texnet2018nrrl,2018,7,14,31.70725,-104.54603,3.875,2.45,31.70563,-104.54375,2.959
texnet2018nrxm,2018,7,14,31.40008,-103.47609,4.079,1.4,31.40469,-103.48589,3.895
texnet2018nrzo,2018,7,14,30.9627,-103.45499,8.617,1.47,30.96438,-103.45846,6.054
texnet2018nsgt,2018,7,14,31.68009,-104.51036,3.966,2.81,31.67908,-104.51482,3.179
texnet2018ntyo,2018,7,15,31.38268,-103.46465,4.484,1.76,31.38078,-103.46874,4.615
