UIC,API,inj_date,vol_bbls,cmpl_top,cmpl_bot,UIC_type,wtd_ft,slon,slat
000116096,47538334,2024-02-24,24123,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-24,18332,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-25,91,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-25,11265.67578125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-25,20196.86328125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-25,12041.490234375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-25,22918.1796875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-25,18138.810546875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-25,24565,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-25,17224,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-26,85,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-26,11685.8515625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-26,15052.01171875,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-26,16057.05859375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-26,24268.947265625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-26,18809.640625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-26,25392,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-26,11959,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-27,154,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-27,11248.56640625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-27,19275.2265625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-27,17322.125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-27,19203.431640625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-27,18597.638671875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-27,24500,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-27,16021,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-28,98,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-28,10487.67578125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-28,20485.88671875,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-28,16536.18359375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-28,23274.3359375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-28,18023.619140625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-28,22781,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-28,17217,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-29,0,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-29,10910.177734375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-29,19240.53125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-29,17019.109375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-29,21307.958984375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-29,18763.44921875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-29,23668,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-29,17896,7420,8305,1,8420,-103.292128,31.431788
000109778,47536617,2024-03-01,2034.4472134923917,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-01,1798.4631598516487,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-01,1587.169776933415,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-01,1871.2023716737913,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-01,2073.2177261581874,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-01,1876.9532167071948,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-01,1953.4003440479078,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-01,152,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-02,1974.9642876321889,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-02,1800.8259823318406,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-02,1590.3280689241863,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-02,1824.1823418969213,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-02,2082.668807891157,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-02,1780.049269520897,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-02,1999.9533289538588,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-02,96,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-03,1961.3413226868706,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-03,1798.1372297724736,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-03,1590.9559942572787,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-03,1812.494008589885,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-03,2062.845514297564,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-03,1815.2672181106566,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-03,2006.1176301729586,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-03,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-04,1998.631421857123,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-04,1825.3773286093656,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-04,1592.5115601088803,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-04,1837.3062539868142,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-04,2075.6959977111756,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-04,1857.2361840207104,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-04,1966.3097353610358,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-04,91,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-05,1937.7448907306282,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-05,1842.971019872686,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-05,1593.3830306958191,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-05,1791.0105055181677,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-05,2060.713027287487,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-05,1870.1658554099595,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-05,1981.9688756766009,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-05,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-06,1916.9197698878909,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-06,1823.3272427301079,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-06,1590.3203569006625,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-06,1777.4346176045037,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-06,2071.4572927468585,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-06,1845.2271130893753,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-06,1948.9438915455355,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-06,94,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-07,1976.872417133846,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-07,1865.4040846801463,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-07,1591.307026576797,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-07,1817.624092206319,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-07,2069.335367137975,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-07,1932.4922823677425,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-07,2020.253787726437,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-07,84,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-08,1956.8227301435309,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-08,1805.291386583185,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-08,1556.0403367654578,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-08,1797.5821221743083,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-08,2072.245988565361,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-08,1856.6725562870577,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-08,1982.823541058199,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-08,97,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-09,1886.85977268381,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-09,1853.3119651644527,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-09,1585.2601909974862,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-09,1746.2877782490893,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-09,2079.4711345600913,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-09,1844.8541429503787,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-09,1966.6891868926577,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-09,158,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-10,1935.349274814018,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-10,1933.4399877609355,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-10,1593.127974478535,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-10,1783.7556146153415,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-10,2079.755147767544,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-10,1941.3895585881455,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-10,2045.7481604518455,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-10,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-11,1934.139204679512,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-11,1947.7352388595275,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-11,1594.749083920481,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-11,1783.3117628176553,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-11,2075.0358626371108,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-11,1945.484269112588,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-11,2103.7133034549856,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-11,98,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-12,1959.229640317493,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-12,1844.6638468995234,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-12,1593.0175381244132,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-12,1796.4536434412137,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-12,2078.1463967443483,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-12,1929.3000810291844,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-12,2072.5382104505115,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-12,0,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-13,1970.290048436178,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-13,1842.8902680125423,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-13,1589.1753457481236,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-13,1809.5540450957776,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-13,2069.574318931167,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-13,1876.9234984443717,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-13,2074.3836397615455,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-13,90,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-14,2056.273238835184,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-14,1778.749997128528,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-14,1582.3975898050055,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-14,1873.9638153035223,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-14,2083.6394686505796,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-14,1773.3834304006496,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-14,2099.084076392838,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-14,94,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-15,2003.896540410694,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-15,1766.5305599310107,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-15,1579.8103022626153,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-15,1836.1394509991649,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-15,2054.3812850278705,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-15,1832.9472230461813,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-15,2035.834892310474,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-15,98,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-16,1951.2401644761019,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-16,1747.28470067133,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-16,1590.3310809230863,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-16,1795.7238007945182,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-16,2075.88115621643,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-16,1843.0175547777862,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-16,2073.9561466059927,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-16,159,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-17,2024.2221377464518,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-17,1735.806922766407,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-17,1577.314286713197,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-17,1845.6054676393971,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-17,2084.213824211125,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-17,1705.5081985727604,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-17,2033.9422236910534,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-17,96,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-18,1974.13813385721,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-18,1721.6118432551477,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-18,1573.0580454236135,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-18,1811.2119810278975,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-18,2081.5449347098697,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-18,1816.4926167603282,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-18,2005.8226901085918,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-18,89,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-19,1843.1419115464032,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-19,1705.443953861343,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-19,1573.6021847961927,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-19,1711.5472410853056,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-19,2065.842780507323,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-19,1738.5747569795476,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-19,1988.3286941434255,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-19,154,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-20,1875.7508338387488,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-20,1706.4104656362395,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-20,1556.4260938690466,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-20,1739.3220074542985,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-20,2036.2169659527353,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-20,1883.7030137702343,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-20,2014.0452670839475,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-20,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-21,2047.7406105407224,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-21,1634.8348600778347,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-21,1511.673314281578,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-21,1861.965881020535,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-21,1959.787028862259,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-21,1796.1817076419038,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-21,2004.944441274546,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-21,95,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-22,2038.1653393514505,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-22,1677.910622415898,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-22,1564.4182584487396,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-22,1855.4279271538344,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-22,1896.5424655519846,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-22,1799.1404698901442,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-22,2034.9534351875573,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-22,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-23,2050.7521788687714,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-23,1692.611410800556,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-23,1574.3963687031553,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-23,1866.5403782527183,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-23,1885.809301279307,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-23,1868.8933311914968,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-23,1990.4269087780815,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-23,97,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-24,2032.7902569100718,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-24,1678.665309564397,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-24,1558.2189920414735,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-24,1856.0983136967743,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-24,1929.7684772900338,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-24,1809.4967887290095,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-24,1989.832545411933,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-24,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-25,2001.9837988608426,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-25,1617.6998037343396,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-25,1510.444286041058,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-25,1831.0302508382695,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-25,1821.2452978368008,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-25,1759.3356467109725,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-25,2000.8685520534818,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-25,155,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-26,1935.4378653318026,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-26,1577.070600197675,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-26,1521.0187617021593,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-26,1775.9601128498955,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-26,1922.798160103974,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-26,1614.737694721162,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-26,1772.0990972921884,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-26,98,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-27,2088.3217174602496,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-27,1710.8276036780744,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-27,1571.230308064006,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-27,1895.3168295356593,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-27,1825.1896642470913,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-27,1870.8578337469216,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-27,1909.386927207321,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-27,95,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-28,2118.5539625049178,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-28,1756.5173976200438,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-28,1582.5585239312888,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-28,1918.3027811847953,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-28,1752.5458412143373,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-28,1884.064895100181,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-28,1862.6393820261208,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-28,144,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-29,2093.2460851537044,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-29,1749.6433718562505,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-29,1571.8540405097194,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-29,1899.1151177661877,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-29,1821.9086641016727,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-29,1844.198746568262,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-29,2021.9075361725497,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-29,99,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-30,2065.97325126256,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-30,1743.5027980170553,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-30,1568.220272668277,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-30,1876.8565162098437,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-30,1832.2242759558421,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-30,1823.11800246872,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-30,2027.4482353823832,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-30,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-03-31,2086.962744803432,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-03-31,1806.930205645333,6500,8280,2,17860,-103.29132834,31.4245144
000119372,47538536,2024-03-31,1587.6595079267029,7420,8305,1,8420,-103.292128,31.431788
000116096,47538334,2024-03-31,1895.2831765104308,6540,8200,1,8304,-103.27487752,31.44260098
000107804,47536733,2024-03-31,1784.4499250718827,6168,7070,1,7200,-103.3829554,31.49836815
000116514,47537674,2024-03-31,1846.3877101899807,6510,8200,1,8400,-103.307794,31.435014
000112641,47537525,2024-03-31,1986.9573568163419,6510,7100,1,7175,-103.3910146,31.49489689
000088857,47533126,2024-03-31,148,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-01,98,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-02,94,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-03,157,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-04,86,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-05,87,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-06,149,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-07,0,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-08,99,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-09,159,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-10,94,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-11,86,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-12,153,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-13,97,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-14,87,5044,5360,2,7050,-103.14654487,31.47532784
000088857,47533126,2024-04-15,92,5044,5360,2,7050,-103.14654487,31.47532784
