UIC,API,inj_date,vol_bbls,cmpl_top,cmpl_bot,UIC_type,wtd_ft,slon,slat
000109778,47536617,2024-01-13,10859.53125,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-14,90,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-14,17044.265625,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-14,10380.4609375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-14,17568.43359375,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-14,18772.0234375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-14,17798,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-14,8182.38671875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-15,139,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-15,17025.2265625,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-15,10122.8212890625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-15,18440.876953125,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-15,18690.6484375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-15,12100,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-15,6168.96875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-16,91,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-16,18285.392578125,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-16,11954.2734375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-16,22514.4296875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-16,18721.3515625,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-16,14147,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-16,7259.32421875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-17,144,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-17,18063.48828125,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-17,5456.9677734375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-17,25032.87109375,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-17,18710.5546875,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-17,16184,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-17,7848.3515625,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-18,85,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-18,18467.712890625,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-18,11245.759765625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-18,26373.30859375,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-18,18597.32421875,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-18,14859,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-18,7687.87890625,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-19,96,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-19,18067.615234375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-19,11510.23229980469,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-19,24732.302734375,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-19,18686.8046875,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-19,20460,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-19,9462.21484375,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-20,148,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-20,17699.77734375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-20,14314.2,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-20,23745.90234375,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-20,18693.21875,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-20,22962,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-20,10182.87890625,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-21,93,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-21,18122.490234375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-21,15884.5,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-21,24939.2265625,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-21,18556.6328125,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-21,23961,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-21,10538.146484375,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-22,140,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-22,18165.234375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-22,16198.9599609375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-22,25631.529296875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-22,18433.4453125,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-22,22792,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-22,10563.58203125,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-23,91,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-23,18165.234375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-23,16198.9599609375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-23,25631.529296875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-23,18433.4453125,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-23,22792,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-23,10563.58203125,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-24,135,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-24,18083.330078125,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-24,16527.91015625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-24,26107.978515625,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-24,18561.43359375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-24,6057,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-24,4178.38671875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-25,143,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-25,17543.333984375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-25,15144.072265625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-25,24949.41015625,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-25,18364.2734375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-25,17328,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-25,7838.8271484375,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-26,95,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-26,16725.67578125,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-26,16100.708984375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-26,25172.46875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-26,18353.4765625,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-26,23832,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-26,10693.044921875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-27,97,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-27,18065.904296875,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-27,14069.80859375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-27,24314.69921875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-27,18271.8828125,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-27,22787,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-27,10205.7265625,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-28,151,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-28,17396.6796875,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-28,12426.3779296875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-28,24886.83203125,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-28,18383.5,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-28,23593,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-28,10436.26953125,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-29,86,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-29,18265.181640625,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-29,11842.564453125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-29,25231.6328125,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-29,18274.1875,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-29,23951,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-29,10600.140625,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-30,91,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-30,17978.005859375,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-30,11962.49609375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-30,23278.015625,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-30,18372.77734375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-30,25136,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-30,11119.490234375,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-01-31,152,5044,5360,2,7050,-103.14654487,31.47532784
000107804,47536733,2024-01-31,17655.42578125,6168,7070,1,7200,-103.3829554,31.49836815
000112641,47537525,2024-01-31,14388.8369140625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-01-31,24267.466796875,6510,8200,1,8400,-103.307794,31.435014
000115022,47530673,2024-01-31,18416.6484375,6500,8280,2,17860,-103.29132834,31.4245144
000116096,47538334,2024-01-31,24877,6540,8200,1,8304,-103.27487752,31.44260098
000109778,47536617,2024-01-31,11089.07421875,6947,7132,2,7261,-103.2793,31.4390476
000088857,47533126,2024-02-01,0,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-01,11090.64453125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-01,18340.421875,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-01,13616.2548828125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-01,21591.015625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-01,18212.58203125,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-01,24889,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-01,19606,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-02,98,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-02,11217.05078125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-02,18124.1953125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-02,15845.2255859375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-02,19919.01171875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-02,17585.3203125,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-02,24971,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-02,19482,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-03,144,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-03,11705.41796875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-03,18338.8203125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-03,16344.427734375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-03,12738.4775390625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-03,18398.02734375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-03,25986,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-03,19579,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-04,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-04,11635.04296875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-04,18176.9375,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-04,16326.607421875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-04,13106.923828125,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-04,17982.705078125,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-04,26072,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-04,18899,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-05,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-05,11601.8359375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-05,18479.4765625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-05,17023.76953125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-05,13082.5546875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-05,18551.537109375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-05,25927,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-05,19081,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-06,149,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-06,11495.421875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-06,18404.1953125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-06,16267.29296875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-06,12674.1484375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-06,17777.263671875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-06,25380,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-06,19143,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-07,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-07,10984.8125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-07,18270.24609375,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-07,16530.529296875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-07,12634.646484375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-07,18489.603515625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-07,25194,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-07,19127,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-08,94,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-08,11343.43359375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-08,17663.62109375,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-08,16494.541015625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-08,12687.4697265625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-08,17822.59375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-08,24883,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-08,19160,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-09,133,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-09,11434.87890625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-09,18076.5703125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-09,17138.33984375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-09,12596.271484375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-09,18140.8046875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-09,25078,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-09,19048,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-10,93,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-10,11542.79296875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-10,18529.59765625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-10,14541.7509765625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-10,12748.962890625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-10,18371.77734375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-10,25321,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-10,19059,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-11,96,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-11,11014.59375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-11,18679.453125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-11,15634.2587890625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-11,12919.1435546875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-11,17685.87109375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-11,24490,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-11,18689,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-12,140,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-12,10437.44921875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-12,18138.45703125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-12,16926.556640625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-12,18482.359375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-12,18152.1484375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-12,23516,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-12,18208,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-13,97,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-13,10486.109375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-13,18190.03515625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-13,16572.58203125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-13,23107.875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-13,18172.748046875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-13,23717,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-13,18648,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-14,87,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-14,10994.98828125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-14,18298.3515625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-14,13499.34765625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-14,25470.21484375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-14,18400.083984375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-14,24761,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-14,19261,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-15,153,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-15,11359.306640625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-15,18308.19140625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-15,15253.5673828125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-15,26030.845703125,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-15,18775.8046875,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-15,25367,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-15,19394,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-16,89,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-16,11459.35546875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-16,18235.953125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-16,17048.20703125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-16,26029.142578125,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-16,18970.146484375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-16,25511,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-16,19289,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-17,86,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-17,11290.61328125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-17,18616.1796875,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-17,16644.962890625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-17,25962.00390625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-17,18143.6640625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-17,24976,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-17,19337,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-18,90,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-18,10747.31640625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-18,18528.20703125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-18,16104.2177734375,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-18,24066.3359375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-18,18670.25390625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-18,23766,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-18,19315,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-19,96,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-19,11134.955078125,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-19,18476.1328125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-19,16805.41015625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-19,24299.396484375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-19,18656.505859375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-19,24558,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-19,19143,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-20,88,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-20,11032.546875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-20,18921.1015625,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-20,16837.029296875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-20,23573.40234375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-20,18436.65625,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-20,24150,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-20,18793,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-21,150,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-21,11191.34375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-21,19179.796875,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-21,16941.744140625,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-21,24380.498046875,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-21,17950.65234375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-21,24557,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-21,18577,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-22,84,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-22,10130.232421875,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-22,12520.673828125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-22,16825.28125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-22,23418.66015625,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-22,18691.73828125,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-22,22117,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-22,12938,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-23,79,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-23,11361.58984375,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-23,16955.9609375,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-23,12330.32421875,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-23,23847.5234375,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-23,18292.68359375,6168,7070,1,7200,-103.3829554,31.49836815
000116096,47538334,2024-02-23,24823,6540,8200,1,8304,-103.27487752,31.44260098
000119372,47538536,2024-02-23,17920,7420,8305,1,8420,-103.292128,31.431788
000088857,47533126,2024-02-24,154,5044,5360,2,7050,-103.14654487,31.47532784
000109778,47536617,2024-02-24,11043.25390625,6947,7132,2,7261,-103.2793,31.4390476
000115022,47530673,2024-02-24,18610.45703125,6500,8280,2,17860,-103.29132834,31.4245144
000112641,47537525,2024-02-24,12172.76953125,6510,7100,1,7175,-103.3910146,31.49489689
000116514,47537674,2024-02-24,22241.892578125,6510,8200,1,8400,-103.307794,31.435014
000107804,47536733,2024-02-24,18888.23046875,6168,7070,1,7200,-103.3829554,31.49836815
